NM_001005484.1	NP_001005484.1
NM_199294.2	NP_954988.1
NM_001243768.1	NP_001230697.1
NM_001302.4	NP_001293.3
NM_004401.2	NP_004392.1
NM_213566.1	NP_998731.1
NM_004565.2	NP_004556.1
XM_011541580.1	XP_011539882.1
XM_011541577.2	XP_011539879.1
XM_011541579.2	XP_011539881.1
XM_011541578.2	XP_011539880.1
XM_005263470.4	XP_005263527.1
XM_005263479.3	XP_005263536.1
XM_017001539.1	XP_016857028.1
NM_001079843.2	NP_001073312.1
XM_017001540.1	XP_016857029.1
XM_017001541.1	XP_016857030.1
XM_011541635.2	XP_011539937.1
NM_017766.4	NP_060236.3
NM_001170754.1	NP_001164225.1
XM_017000373.1	XP_016855862.1
XM_017000863.1	XP_016856352.1
XM_017000864.1	XP_016856353.1
XM_017000865.1	XP_016856354.1
XM_017000866.1	XP_016856355.1
XM_017000867.1	XP_016856356.1
XM_017000868.1	XP_016856357.1
NM_007375.3	NP_031401.1
NM_006610.3	NP_006601.2
XM_017000097.1	XP_016855586.1
NM_139208.2	NP_631947.1
NM_003132.2	NP_003123.2
XM_017002179.1	XP_016857668.1
NM_002685.3	NP_002676.1
NM_001001998.2	NP_001001998.1
XM_005263475.2	XP_005263532.2
XM_017001495.1	XP_016856984.1
XM_017001494.1	XP_016856983.1
XM_017001497.1	XP_016856986.1
XM_017001496.1	XP_016856985.1
NM_004958.3	NP_004949.1
XM_005263438.2	XP_005263495.1
XM_017000900.1	XP_016856389.1
XM_017000901.1	XP_016856390.1
XM_011541166.2	XP_011539468.1
XM_017000902.1	XP_016856391.1
NM_021146.3	NP_066969.1
XM_017000004.1	XP_016855493.1
XM_006710590.3	XP_006710653.1
XM_011541304.2	XP_011539606.1
NM_013319.2	NP_037451.1
NM_020780.1	NP_065831.1
XM_011541828.2	XP_011540130.1
XM_011541830.2	XP_011540132.1
XM_011541831.2	XP_011540133.1
XM_011541832.2	XP_011540134.1
XM_011541833.2	XP_011540135.1
XM_011541835.2	XP_011540137.1
XM_011541829.1	XP_011540131.1
NM_012168.5	NP_036300.2
XM_017002842.1	XP_016858331.1
XM_005263535.1	XP_005263592.1
XM_005263536.4	XP_005263593.1
XM_005263537.1	XP_005263594.1
XM_006711043.2	XP_006711106.1
XM_011542435.1	XP_011540737.1
XM_017002844.1	XP_016858333.1
NM_183412.2	NP_904319.1
NM_183413.2	NP_904320.1
NM_001304790.1	NP_001291719.1
XM_017002843.1	XP_016858332.1
NM_033182.5	NP_149438.2
XM_006711045.2	XP_006711108.1
NM_001014765.1	NP_001014765.1
NM_001304791.1	NP_001291720.1
XM_017001007.1	XP_016856496.1
XM_005263448.4	XP_005263505.1
XM_005263449.4	XP_005263506.1
XM_005263451.4	XP_005263508.1
XM_006710571.3	XP_006710634.1
XM_011541232.2	XP_011539534.1
NM_018438.5	NP_060908.1
NM_006341.3	NP_006332.3
NM_001127325.1	NP_001120797.1
XM_011540507.1	XP_011538809.1
XM_011541405.2	XP_011539707.1
XM_017001215.1	XP_016856704.1
XM_017001214.1	XP_016856703.1
NM_198545.3	NP_940947.3
XM_011541800.2	XP_011540102.1
XM_011541799.2	XP_011540101.2
NM_020350.4	NP_065083.3
NM_001040194.1	NP_001035284.1
XM_011541802.1	XP_011540104.1
NM_001040196.1	NP_001035286.1
NM_001040195.1	NP_001035285.1
NM_001040197.1	NP_001035287.1
XM_011541276.2	XP_011539578.1
XM_017001062.1	XP_016856551.1
XM_011541269.2	XP_011539571.2
XM_017001063.1	XP_016856552.1
XM_011541272.2	XP_011539574.1
XM_011541277.2	XP_011539579.1
XM_011541271.2	XP_011539573.2
XM_011541278.2	XP_011539580.1
XM_017001064.1	XP_016856553.1
XM_011541274.2	XP_011539576.2
XM_011541275.2	XP_011539577.2
NM_001010881.1	NP_001010881.1
XM_011541280.2	XP_011539582.2
XM_011541281.2	XP_011539583.2
XM_011541496.2	XP_011539798.1
XM_011541495.2	XP_011539797.1
XM_017001328.1	XP_016856817.1
XM_005263458.3	XP_005263515.1
XM_005263460.4	XP_005263517.1
XM_005263462.4	XP_005263519.1
NM_005957.4	NP_005948.3
XM_005263463.3	XP_005263520.1
NM_001286.3	NP_001277.1
NM_001256959.1	NP_001243888.1
NM_006172.3	NP_006163.1
NM_002521.2	NP_002512.1
NM_138346.2	NP_612355.1
XM_005263531.4	XP_005263588.1
NM_001316320.1	NP_001303249.1
NM_000302.3	NP_000293.2
NM_001127660.1	NP_001121132.1
XM_005263543.3	XP_005263600.1
XM_005263545.3	XP_005263602.1
XM_005263547.3	XP_005263604.1
XM_005263548.3	XP_005263605.1
NM_014874.3	NP_055689.1
NM_021933.3	NP_068752.2
XM_011541895.1	XP_011540197.1
XM_011541896.1	XP_011540198.1
XM_005263487.3	XP_005263544.1
NM_001243.4	NP_001234.3
XM_011542441.2	XP_011540743.1
XM_011542443.2	XP_011540745.1
NM_001281430.2	NP_001268359.2
XM_011542060.2	XP_011540362.1
XM_011542063.2	XP_011540365.1
NM_001066.2	NP_001057.1
XM_017002211.1	XP_016857700.1
XM_017002212.1	XP_016857701.1
XM_017002213.1	XP_016857702.1
XM_017002214.1	XP_016857703.1
XM_017002215.1	XP_016857704.1
NM_015378.3	NP_056193.2
NM_018156.3	NP_060626.2
XM_006711036.1	XP_006711099.1
NM_004753.6	NP_004744.2
NM_001324370.1	NP_001311299.1
XM_017002809.1	XP_016858298.1
NM_001319225.1	NP_001306154.1
NM_001013630.1	NP_001013652.1
XM_017001152.1	XP_016856641.1
XM_017001153.1	XP_016856642.1
NM_001103170.2	NP_001096640.2
NM_152290.3	NP_689503.3
XM_011542434.1	XP_011540736.1
NM_001080830.4	NP_001074299.2
NM_023013.4	NP_075389.2
NM_001294139.1	NP_001281068.1
NM_001146344.2	NP_001139816.2
XM_011541479.2	XP_011539781.1
NM_001013631.2	NP_001013653.1
NM_023014.1	NP_075390.1
XM_011542004.1	XP_011540306.1
NM_001009611.4	NP_001009611.2
NM_001039361.4	NP_001034450.3
NM_001012277.4	NP_001012277.2
NM_001010889.2	NP_001010889.1
NM_001300891.1	NP_001287820.1
NM_001146181.2	NP_001139653.1
NM_001310134.1	NP_001297063.1
NM_001136561.3	NP_001130033.3
NM_001306072.1	NP_001293001.1
NM_001302551.1	NP_001289480.1
NM_001010890.2	NP_001010890.2
NM_001291380.1	NP_001278309.1
XM_011541458.1	XP_011539760.1
NM_001099850.2	NP_001093320.2
NM_001013407.2	NP_001013425.2
XM_017001269.1	XP_016856758.1
NM_001012276.3	NP_001012276.2
NM_001291381.1	NP_001278310.1
NM_001098376.2	NP_001091846.1
NM_001024661.2	NP_001019832.2
XM_011542078.2	XP_011540380.1
NM_001099790.2	NP_001093260.3
NM_001099851.3	NP_001093321.1
NM_001099852.2	NP_001093322.2
NM_001010847.1	NP_001010847.1
NM_006474.4	NP_006465.3
NM_198389.2	NP_938203.2
NM_001006624.1	NP_001006625.1
XM_006710295.1	XP_006710358.1
NM_001006625.1	NP_001006626.1
XM_017002264.1	XP_016857753.1
NM_001135610.1	NP_001129082.1
XM_017002255.1	XP_016857744.1
XM_017002256.1	XP_016857745.1
NM_012231.4	NP_036363.2
XM_017002257.1	XP_016857746.1
NM_015866.4	NP_056950.2
XM_017002253.1	XP_016857742.1
XM_017002254.1	XP_016857743.1
XM_017002258.1	XP_016857747.1
XM_017002259.1	XP_016857748.1
XM_017002260.1	XP_016857749.1
XM_017002261.1	XP_016857750.1
XM_017002263.1	XP_016857752.1
XM_017002262.1	XP_016857751.1
NM_001007257.2	NP_001007258.1
XM_005245795.4	XP_005245852.1
XM_011541074.2	XP_011539376.1
XM_011541080.2	XP_011539382.1
XM_017000770.1	XP_016856259.1
XM_017000768.1	XP_016856257.1
XM_017000769.1	XP_016856258.1
NM_201628.2	NP_963922.2
XM_017000771.1	XP_016856260.1
NM_015209.2	NP_056024.1
XM_011541075.2	XP_011539377.1
NM_001018000.3	NP_001018000.1
XM_017000772.1	XP_016856261.1
XM_011541076.2	XP_011539378.1
XM_011541077.2	XP_011539379.1
NM_001017999.2	NP_001017999.1
NM_001018001.2	NP_001018001.1
XM_011541081.2	XP_011539383.1
XM_017002222.1	XP_016857711.1
NM_001278502.1	NP_001265431.1
NM_001278501.1	NP_001265430.1
XM_017001590.1	XP_016857079.1
NM_001136216.1	NP_001129688.1
NM_001136217.1	NP_001129689.1
NM_001136218.1	NP_001129690.1
XM_005245919.1	XP_005245976.1
XM_011541676.1	XP_011539978.1
NM_018022.2	NP_060492.1
NM_001319665.1	NP_001306594.1
XM_011540580.2	XP_011538882.1
XM_011540581.2	XP_011538883.1
XM_011540582.2	XP_011538884.1
XM_017000203.1	XP_016855692.1
XM_017000204.1	XP_016855693.1
XM_017000208.1	XP_016855697.1
XM_011540588.2	XP_011538890.1
XM_011540589.2	XP_011538891.1
XM_011540593.2	XP_011538895.1
XM_017000211.1	XP_016855700.1
XM_017000198.1	XP_016855687.1
XM_017000199.1	XP_016855688.1
XM_011540575.2	XP_011538877.1
XM_017000200.1	XP_016855689.1
XM_017000201.1	XP_016855690.1
XM_017000206.1	XP_016855695.1
XM_011540576.2	XP_011538878.1
XM_017000202.1	XP_016855691.1
XM_017000205.1	XP_016855694.1
XM_017000207.1	XP_016855696.1
XM_011540584.2	XP_011538886.1
XM_017000209.1	XP_016855698.1
XM_017000210.1	XP_016855699.1
XM_011540590.2	XP_011538892.1
XM_017000212.1	XP_016855701.1
XM_017000213.1	XP_016855702.1
XM_017000214.1	XP_016855703.1
XM_011540597.2	XP_011538899.1
XM_011540598.2	XP_011538900.1
NM_052929.1	NP_443161.1
XM_011540577.2	XP_011538879.1
XM_011540592.2	XP_011538894.1
XM_011540595.2	XP_011538897.1
XM_011540596.2	XP_011538898.1
NM_024329.5	NP_077305.2
XM_005246000.3	XP_005246057.1
XM_011540550.1	XP_011538852.1
NM_007272.2	NP_009203.2
NM_033440.2	NP_254275.1
NM_015849.2	NP_056933.2
NM_001278054.1	NP_001264983.1
NM_001229.4	NP_001220.2
NM_032996.3	NP_127463.2
XM_005246014.2	XP_005246071.1
XM_011542273.2	XP_011540575.1
NM_015291.3	NP_056106.1
NM_001287811.1	NP_001274740.1
NM_024758.4	NP_079034.3
NM_032341.4	NP_115717.3
NM_006511.2	NP_006502.1
XM_017000757.1	XP_016856246.1
XM_017000758.1	XP_016856247.1
NM_015164.2	NP_055979.2
XM_005245790.3	XP_005245847.1
XM_005245791.4	XP_005245848.1
NM_207348.2	NP_997231.1
XM_017001083.1	XP_016856572.1
XM_011541292.2	XP_011539594.1
XM_011541293.1	XP_011539595.1
NM_001013641.2	NP_001013663.1
XM_017001525.1	XP_016857014.1
XM_005245909.3	XP_005245966.1
NM_017556.2	NP_060026.2
XM_011541617.2	XP_011539919.1
NM_001024216.1	NP_001019387.1
XM_011541618.2	XP_011539920.1
XM_017001526.1	XP_016857015.1
XM_017001519.1	XP_016857008.1
XM_017001520.1	XP_016857009.1
XM_017001521.1	XP_016857010.1
XM_017001522.1	XP_016857011.1
XM_017001523.1	XP_016857012.1
XM_017001524.1	XP_016857013.1
XM_005245900.1	XP_005245957.1
XM_005245901.1	XP_005245958.1
XM_005245902.1	XP_005245959.1
XM_005245903.1	XP_005245960.1
XM_006710704.3	XP_006710767.1
XM_006710705.1	XP_006710768.1
NM_001024215.1	NP_001019386.1
XM_011541616.2	XP_011539918.1
NM_001089591.1	NP_001083060.1
NM_015001.2	NP_055816.2
NM_001324138.1	NP_001311067.1
XM_005245986.1	XP_005246043.1
NM_003443.2	NP_003434.2
NM_001287603.1	NP_001274532.1
NM_001324137.1	NP_001311066.1
NM_001287604.1	NP_001274533.1
XM_005245987.1	XP_005246044.1
XM_011542085.2	XP_011540387.1
NM_001242884.1	NP_001229813.1
XM_011542088.1	XP_011540390.1
XM_017002242.1	XP_016857731.1
XM_011542086.1	XP_011540388.1
XM_011542087.2	XP_011540389.1
NM_178840.3	NP_849162.1
XM_011541250.2	XP_011539552.1
XM_011541249.1	XP_011539551.1
NM_014424.4	NP_055239.1
NM_004070.3	NP_004061.3
NM_001042704.1	NP_001036169.1
NM_001257139.1	NP_001244068.1
NM_000085.4	NP_000076.2
NM_001165945.2	NP_001159417.2
NM_182623.2	NP_872429.2
NM_004431.3	NP_004422.2
XM_017000535.1	XP_016856024.1
XM_017000534.1	XP_016856023.1
XM_017000536.1	XP_016856025.1
XM_017000537.1	XP_016856026.1
NM_153213.3	NP_694945.2
XM_011540706.2	XP_011539008.1
XM_017003078.1	XP_016858567.1
NM_030907.3	NP_112169.2
XM_011542126.2	XP_011540428.1
XM_006710698.3	XP_006710761.1
NM_018994.2	NP_061867.1
XM_017001502.1	XP_016856991.1
XM_017001503.1	XP_016856992.1
NM_001114600.2	NP_001108072.1
NM_001271869.1	NP_001258798.1
NM_198546.1	NP_940948.1
XM_011541407.2	XP_011539709.1
XM_017001224.1	XP_016856713.1
XM_017001216.1	XP_016856705.1
XM_017001217.1	XP_016856706.1
XM_017001220.1	XP_016856709.1
XM_017001221.1	XP_016856710.1
XM_017001222.1	XP_016856711.1
XM_017001223.1	XP_016856712.1
XM_017001225.1	XP_016856714.1
XM_017001219.1	XP_016856708.1
XM_017001218.1	XP_016856707.1
XM_011541417.2	XP_011539719.1
NM_001145277.1	NP_001138749.1
NM_018090.4	NP_060560.1
NM_001145278.1	NP_001138750.1
XM_017001721.1	XP_016857210.1
XM_011541767.2	XP_011540069.1
XM_016999988.1	XP_016855477.1
NM_001310155.1	NP_001297084.1
NM_017940.4	NP_060410.2
NM_001282321.1	NP_001269250.1
XM_017003079.1	XP_016858568.1
NM_001271733.1	NP_001258662.1
XM_011542468.1	XP_011540770.1
XM_017002913.1	XP_016858402.1
XM_011542470.2	XP_011540772.1
XM_017002914.1	XP_016858403.1
XM_017002915.1	XP_016858404.1
NM_014675.4	NP_055490.4
XM_006711058.3	XP_006711121.1
NM_001135247.1	NP_001128719.1
NM_001135248.1	NP_001128720.1
NM_002403.3	NP_002394.1
XM_011541476.2	XP_011539778.1
NM_017459.2	NP_059453.1
XM_006710512.1	XP_006710575.1
XM_006710513.1	XP_006710576.1
NM_001141974.2	NP_001135446.1
XM_005245811.1	XP_005245868.1
XM_005245810.1	XP_005245867.1
XM_005245812.1	XP_005245869.1
XM_011541128.1	XP_011539430.1
XM_011541129.1	XP_011539431.1
XM_005245815.1	XP_005245872.1
XM_017000845.1	XP_016856334.1
XM_017000846.1	XP_016856335.1
XM_017000849.1	XP_016856338.1
NM_001141973.2	NP_001135445.1
XM_017000847.1	XP_016856336.1
XM_017000844.1	XP_016856333.1
XM_017000850.1	XP_016856339.1
XM_017000848.1	XP_016856337.1
NM_022089.3	NP_071372.1
NM_003000.2	NP_002991.2
NM_007365.2	NP_031391.2
XM_017000148.1	XP_016855637.1
NM_013358.2	NP_037490.2
XM_017001103.1	XP_016856592.1
XM_011541307.1	XP_011539609.1
XM_017001101.1	XP_016856590.1
XM_017001102.1	XP_016856591.1
NM_016233.2	NP_057317.2
XM_011541572.2	XP_011539874.1
XM_011541571.2	XP_011539873.1
XM_017001463.1	XP_016856952.1
NM_012387.2	NP_036519.2
XM_011541151.1	XP_011539453.1
XM_011541150.1	XP_011539452.1
XM_011541156.1	XP_011539458.1
XM_011541155.1	XP_011539457.1
XM_011541153.1	XP_011539455.1
XM_011541154.2	XP_011539456.1
XM_011541152.1	XP_011539454.1
XM_011541157.1	XP_011539459.1
NM_207421.4	NP_997304.3
NM_001136204.2	NP_001129676.1
NM_018715.3	NP_061185.1
XM_005245923.2	XP_005245980.2
XM_006710728.1	XP_006710791.1
XM_011541692.2	XP_011539994.1
XM_011541691.2	XP_011539993.1
XM_011541693.2	XP_011539995.1
XM_017001621.1	XP_016857110.1
NM_018125.3	NP_060595.3
XM_017001622.1	XP_016857111.1
XM_006710729.1	XP_006710792.1
XM_006710731.1	XP_006710794.1
XM_005245925.2	XP_005245982.2
NM_001011722.2	NP_001011722.2
XM_017001617.1	XP_016857106.1
NM_001319837.1	NP_001306766.1
XM_017001619.1	XP_016857108.1
XM_017001620.1	XP_016857109.1
XM_011541695.2	XP_011539997.1
XM_011541696.2	XP_011539998.1
XM_017001618.1	XP_016857107.1
XM_005245927.2	XP_005245984.2
XM_005245929.2	XP_005245986.2
NM_001319838.1	NP_001306767.1
NM_030812.2	NP_110439.2
XM_011542212.2	XP_011540514.1
NM_032880.4	NP_116269.3
XM_011542319.2	XP_011540621.1
XM_017002604.1	XP_016858093.1
XM_017002605.1	XP_016858094.1
NM_152375.2	NP_689588.2
NM_001135254.1	NP_001128726.1
NM_002584.2	NP_002575.1
NM_013945.2	NP_039236.1
NM_152232.2	NP_689418.2
NM_001319218.1	NP_001306147.1
NM_003748.3	NP_003739.2
NM_170726.2	NP_733844.1
NM_001161504.1	NP_001154976.1
XM_011540630.2	XP_011538932.1
NM_001136265.1	NP_001129737.1
XM_017000830.1	XP_016856319.1
XM_017000828.1	XP_016856317.1
NM_020765.2	NP_065816.2
XM_017000826.1	XP_016856315.1
XM_011541113.2	XP_011539415.1
XM_011541109.2	XP_011539411.1
XM_017000823.1	XP_016856312.1
XM_011541112.2	XP_011539414.1
XM_017000827.1	XP_016856316.1
XM_017000825.1	XP_016856314.1
XM_011541121.2	XP_011539423.1
XM_011541116.2	XP_011539418.1
XM_011541118.2	XP_011539420.1
XM_017000829.1	XP_016856318.1
XM_017000824.1	XP_016856313.1
XM_011541117.2	XP_011539419.1
XM_011541110.2	XP_011539412.1
XM_017000822.1	XP_016856311.1
XM_011541111.2	XP_011539413.1
XM_011541120.2	XP_011539422.1
XM_011541115.2	XP_011539417.1
XM_011541114.2	XP_011539416.1
XM_011541119.2	XP_011539421.1
XM_011541108.2	XP_011539410.1
NM_001271429.1	NP_001258358.1
NM_001271427.1	NP_001258356.1
XM_005245788.1	XP_005245845.1
NM_001271428.1	NP_001258357.1
NM_015047.2	NP_055862.1
XM_005245787.1	XP_005245844.1
NM_016183.3	NP_057267.2
XM_006710675.3	XP_006710738.1
XM_011541046.2	XP_011539348.1
XM_017000714.1	XP_016856203.1
NM_012067.2	NP_036199.2
NM_001320979.1	NP_001307908.1
NM_003689.3	NP_003680.2
XM_005245916.2	XP_005245973.1
NM_001040125.1	NP_001035214.1
NM_017765.2	NP_060235.2
XM_011541634.2	XP_011539936.1
NM_001040126.1	NP_001035215.1
NM_001287531.1	NP_001274460.1
XM_006710710.2	XP_006710773.1
XM_006710711.2	XP_006710774.1
NM_004930.4	NP_004921.1
NM_001282162.1	NP_001269091.1
NM_001206541.2	NP_001193470.1
NM_001206540.2	NP_001193469.1
XM_011542228.2	XP_011540530.1
XM_006710938.3	XP_006711001.1
XM_017002428.1	XP_016857917.1
XM_011542229.2	XP_011540531.1
XM_011542230.2	XP_011540532.1
NM_001313932.1	NP_001300861.1
XM_017002429.1	XP_016857918.1
XM_017002430.1	XP_016857919.1
NM_001032363.3	NP_001027535.1
NM_001204082.1	NP_001191011.1
NM_001204083.1	NP_001191012.1
NM_001204088.1	NP_001191017.1
NM_182744.3	NP_877421.2
NM_001204086.2	NP_001191015.1
NM_005380.7	NP_005371.2
NM_001204084.2	NP_001191013.1
NM_001204085.1	NP_001191014.1
NM_001204089.1	NP_001191018.1
NM_001278164.1	NP_001265093.1
NM_001278165.1	NP_001265094.1
NM_001278166.1	NP_001265095.1
NM_000871.2	NP_000862.1
XM_017000916.1	XP_016856405.1
XM_017000917.1	XP_016856406.1
XM_017000914.1	XP_016856403.1
XM_017000915.1	XP_016856404.1
XM_011541179.2	XP_011539481.1
XM_011541180.2	XP_011539482.1
XM_011541181.1	XP_011539483.1
XM_017000913.1	XP_016856402.1
XM_005245827.3	XP_005245884.1
XM_017000918.1	XP_016856407.1
XM_017000919.1	XP_016856408.1
XM_017000920.1	XP_016856409.1
XM_017000921.1	XP_016856410.1
NM_181719.4	NP_859070.3
XM_005245822.4	XP_005245879.1
XM_005245824.4	XP_005245881.1
XM_005245825.4	XP_005245882.1
XM_006710551.3	XP_006710614.1
XM_011541185.2	XP_011539487.1
XM_011541186.2	XP_011539488.1
XM_017000922.1	XP_016856411.1
NM_019062.1	NP_061935.1
XM_005245792.3	XP_005245849.1
XM_005245793.3	XP_005245850.1
NM_015207.1	NP_056022.1
XM_005245794.3	XP_005245851.1
NM_014589.2	NP_055404.1
NM_001161727.1	NP_001155199.1
NM_001161728.1	NP_001155200.1
NM_001161729.1	NP_001155201.1
NM_000300.3	NP_000291.1
XM_005245891.4	XP_005245948.1
XM_005245892.4	XP_005245949.1
XM_011541586.2	XP_011539888.1
NM_000929.2	NP_000920.1
XM_005245893.4	XP_005245950.1
XM_011541587.2	XP_011539889.1
XM_011541588.2	XP_011539890.1
XM_011541589.2	XP_011539891.1
XM_011541590.2	XP_011539892.1
XM_011541591.2	XP_011539893.1
XM_011541592.2	XP_011539894.1
NM_012400.3	NP_036532.1
NM_001271814.1	NP_001258743.1
XM_011541955.1	XP_011540257.1
NM_022819.3	NP_073730.3
XM_011541956.1	XP_011540258.1
NM_001316722.1	NP_001303651.1
XM_017001270.1	XP_016856759.1
NM_152376.4	NP_689589.1
XM_005245742.3	XP_005245799.1
XM_011540699.2	XP_011539001.1
NM_001039500.2	NP_001034589.2
XM_011540683.2	XP_011538985.1
XM_011540684.2	XP_011538986.1
XM_011540685.2	XP_011538987.1
XM_011540688.2	XP_011538990.1
XM_011540691.2	XP_011538993.1
XM_011540690.2	XP_011538992.1
XM_011540693.1	XP_011538995.1
XM_011540695.1	XP_011538997.1
XM_011540698.1	XP_011539000.1
XM_011540692.2	XP_011538994.1
XM_006710360.3	XP_006710423.2
XM_017000305.1	XP_016855794.1
XM_017000306.1	XP_016855795.1
XM_011540697.2	XP_011538999.1
NM_018584.5	NP_061054.2
NM_024544.2	NP_078820.2
XM_011542137.2	XP_011540439.1
NM_207334.2	NP_997217.1
NM_001785.2	NP_001776.1
NM_032409.2	NP_115785.1
NM_005216.4	NP_005207.2
XM_011541840.2	XP_011540142.1
XM_011541844.2	XP_011540146.1
XM_011541839.2	XP_011540141.1
XM_011541845.2	XP_011540147.1
XM_011541841.2	XP_011540143.1
XM_011541838.1	XP_011540140.1
XM_011541843.1	XP_011540145.1
XM_011541837.1	XP_011540139.1
XM_011541846.2	XP_011540148.1
XM_011541847.2	XP_011540149.1
XM_005245951.3	XP_005246008.1
XM_005245950.3	XP_005246007.1
XM_011541842.1	XP_011540144.1
NM_001122819.2	NP_001116291.1
NM_020816.3	NP_065867.2
NM_001287212.1	NP_001274141.1
XM_011541462.1	XP_011539764.1
NM_001103161.1	NP_001096631.1
XM_011541459.1	XP_011539761.1
XM_011541460.1	XP_011539762.1
XM_011541461.2	XP_011539763.1
NM_001103160.1	NP_001096630.1
XM_017001393.1	XP_016856882.1
XM_005245875.4	XP_005245932.1
XM_005245876.3	XP_005245933.1
XM_005245877.4	XP_005245934.1
XM_005245878.4	XP_005245935.1
NM_016287.3	NP_057371.2
XM_017001394.1	XP_016856883.1
XM_005245879.4	XP_005245936.1
XM_011541532.1	XP_011539834.1
XM_011541533.1	XP_011539835.1
XM_011541534.2	XP_011539836.1
XM_017002702.1	XP_016858191.1
XM_017002701.1	XP_016858190.1
NM_001198801.1	NP_001185730.1
XM_017002708.1	XP_016858197.1
XM_017002707.1	XP_016858196.1
NM_003760.4	NP_003751.2
XM_017002700.1	XP_016858189.1
XM_017002692.1	XP_016858181.1
XM_017002693.1	XP_016858182.1
XM_011542374.1	XP_011540676.1
XM_011542375.2	XP_011540677.1
NM_001198802.1	NP_001185731.1
XM_017002690.1	XP_016858179.1
XM_017002698.1	XP_016858187.1
XM_017002687.1	XP_016858176.1
XM_017002688.1	XP_016858177.1
XM_017002697.1	XP_016858186.1
XM_017002696.1	XP_016858185.1
XM_017002683.1	XP_016858172.1
XM_017002684.1	XP_016858173.1
XM_011542371.1	XP_011540673.1
XM_017002695.1	XP_016858184.1
XM_017002681.1	XP_016858170.1
XM_017002694.1	XP_016858183.1
XM_017002679.1	XP_016858168.1
XM_017002680.1	XP_016858169.1
XM_017002691.1	XP_016858180.1
XM_017002676.1	XP_016858165.1
XM_017002677.1	XP_016858166.1
XM_017002686.1	XP_016858175.1
XM_017002685.1	XP_016858174.1
XM_017002675.1	XP_016858164.1
XM_017002682.1	XP_016858171.1
XM_017002674.1	XP_016858163.1
XM_017002673.1	XP_016858162.1
XM_011542361.2	XP_011540663.1
XM_011542356.2	XP_011540658.1
XM_017002706.1	XP_016858195.1
XM_017002705.1	XP_016858194.1
XM_017002699.1	XP_016858188.1
XM_017002678.1	XP_016858167.1
XM_017002689.1	XP_016858178.1
XM_017002672.1	XP_016858161.1
XM_011542370.1	XP_011540672.1
XM_017002704.1	XP_016858193.1
XM_017002703.1	XP_016858192.1
XM_017002709.1	XP_016858198.1
XM_011542381.2	XP_011540683.1
XM_017002711.1	XP_016858200.1
XM_017002710.1	XP_016858199.1
XM_017002712.1	XP_016858201.1
NM_001198803.2	NP_001185732.1
NM_001113348.1	NP_001106819.1
XM_011540872.2	XP_011539174.1
NM_001397.2	NP_001388.1
NM_001113349.1	NP_001106820.1
XM_017000511.1	XP_016856000.1
XM_006710398.2	XP_006710461.1
XM_011540873.2	XP_011539175.1
NM_001113347.1	NP_001106818.1
NM_001256416.2	NP_001243345.1
NM_032264.4	NP_115640.1
XM_006710957.1	XP_006711020.1
NM_001256417.2	NP_001243346.1
XM_017002498.1	XP_016857987.1
XM_017002499.1	XP_016857988.1
XM_006710958.1	XP_006711021.1
XM_006710959.2	XP_006711022.1
XM_011542276.1	XP_011540578.1
XM_011542277.1	XP_011540579.1
XM_011542278.1	XP_011540580.1
XM_011542281.1	XP_011540583.1
XM_017002500.1	XP_016857989.1
XM_017002501.1	XP_016857990.1
XM_017002502.1	XP_016857991.1
NM_000478.5	NP_000469.3
XM_005245818.1	XP_005245875.1
XM_006710546.2	XP_006710609.1
XM_017000903.1	XP_016856392.1
NM_001177520.2	NP_001170991.1
NM_001127501.3	NP_001120973.2
XM_017001985.1	XP_016857474.1
XM_017001980.1	XP_016857469.1
NM_001145658.1	NP_001139130.1
XM_017001971.1	XP_016857460.1
XM_017001977.1	XP_016857466.1
XM_017001976.1	XP_016857465.1
XM_017001991.1	XP_016857480.1
XM_017001972.1	XP_016857461.1
XM_017001975.1	XP_016857464.1
XM_017001989.1	XP_016857478.1
XM_017001990.1	XP_016857479.1
XM_017001973.1	XP_016857462.1
XM_017001986.1	XP_016857475.1
XM_017001987.1	XP_016857476.1
XM_017001988.1	XP_016857477.1
NM_002885.2	NP_002876.2
XM_017001974.1	XP_016857463.1
XM_017001970.1	XP_016857459.1
XM_017001984.1	XP_016857473.1
NM_001145657.1	NP_001139129.1
